# scale  mvir rvir rs x y z vx vy vz Ax Ay Az b_to_a c_to_a Jx Jy Jz
### CHECK units:  1.0 1147000000000.0 Msun/h 215.053 kpc/h 18.813 kpc/h 63.67773 Mpc/h 61.61941 Mpc/h 70.21552 Mpc/h
0.17218 12090000000.0 58.801 16.63 62.16113 63.19872 64.92459 96.28 -105.83 248.5 3.4894 -0.23437 -1.24227 0.60636 0.49888 -358200000.0 -208600000.0 64490000.0
0.17 9783000000.0 54.799 11.777 62.15277 63.20879 64.90004 89.9 -102.36 247.33 3.29306 -0.12839 -1.7323 0.6154 0.55216 -197500000.0 20440000.0 115300000.0
0.16785 8999000000.0 53.299 10.944 62.14453 63.21831 64.87587 85.01 -98.65 248.79 3.10493 -0.09661 -2.02012 0.58796 0.54965 -89750000.0 42270000.0 35770000.0
0.16572 8606000000.0 52.515 11.151 62.13617 63.22787 64.85201 85.25 -97.59 246.93 3.22228 -0.12315 -2.16338 0.55296 0.51801 -62340000.0 19330000.0 -12480000.0
0.16362 8334000000.0 51.961 10.989 62.12833 63.2374 64.828 85.42 -97.97 244.27 3.08571 -0.0601 -2.12076 0.56107 0.50471 -50620000.0 1065000.0 -26080000.0
0.16155 8227000000.0 51.739 11.006 62.12045 63.24678 64.80466 85.39 -97.5 243.77 3.10976 0.08952 -2.32771 0.56569 0.51432 -41110000.0 -12650000.0 -22950000.0
0.1595 8140000000.0 51.56 10.797 62.11241 63.25588 64.78172 87.72 -95.55 240.96 2.69418 0.27549 -2.30294 0.59214 0.52208 -32570000.0 -20810000.0 -30860000.0
0.15748 8109000000.0 51.499 10.602 62.10364 63.26477 64.75932 86.86 -92.57 238.82 2.69642 0.4574 -2.4064 0.6243 0.52715 -19040000.0 -25010000.0 -32840000.0
0.15549 8186000000.0 51.665 11.074 62.09479 63.27351 64.73775 81.95 -90.11 238.64 2.85111 0.5971 -2.35075 0.61613 0.55564 -3900000.0 -26260000.0 -25640000.0
0.15352 8331000000.0 51.97 13.326 62.08653 63.28163 64.71679 81.14 -88.66 229.18 2.53053 0.56669 -2.43769 0.6089 0.55118 560900.0 -35700000.0 -18040000.0
0.15157 8351000000.0 52.017 15.001 62.07823 63.28935 64.69638 81.34 -89.26 226.79 2.68116 0.60476 -2.37763 0.62323 0.53142 7161000.0 -37270000.0 -11950000.0
0.14965 8242000000.0 51.791 14.331 62.07048 63.29719 64.67557 82.3 -86.71 224.63 3.0182 0.72297 -2.19959 0.60804 0.50576 3467000.0 -34760000.0 -16180000.0
0.14776 8088000000.0 51.47 12.768 62.06276 63.30503 64.65453 81.71 -86.88 221.51 3.30454 0.83085 -1.91932 0.54485 0.48891 6876000.0 -32830000.0 -16310000.0
0.14589 7873000000.0 51.012 11.679 62.05529 63.31303 64.63385 82.04 -84.38 218.53 3.3102 0.87539 -1.92832 0.55468 0.49724 3819000.0 -30380000.0 -25010000.0
0.14404 7631000000.0 50.487 9.103 62.0474 63.32045 64.61422 77.77 -77.83 215.77 3.58323 0.65578 -1.1628 0.61699 0.52043 -7149000.0 -36540000.0 -37080000.0
0.14221 7431000000.0 50.045 9.656 62.03944 63.3273 64.59487 73.88 -75.64 213.83 3.86372 0.71251 -0.82268 0.6156 0.52737 -3975000.0 -45310000.0 -46220000.0
0.14041 7240000000.0 49.613 8.939 62.03244 63.33355 64.57613 77.37 -73.65 212.68 3.36685 1.18848 -1.0402 0.63977 0.52478 -7523000.0 -39300000.0 -47810000.0
0.13863 7046000000.0 49.168 9.534 62.02624 63.3398 64.55753 69.17 -76.02 214.19 2.85857 1.55309 -1.86651 0.74642 0.54214 -4962000.0 -50370000.0 -47770000.0
0.13688 6862000000.0 48.739 10.3 62.02028 63.3465 64.53905 67.79 -77.45 217.76 2.66612 1.51407 -1.87415 0.77391 0.51455 -9048000.0 -51140000.0 -43010000.0
0.13514 6657000000.0 48.25 10.563 62.01408 63.35356 64.5203 67.71 -79.53 216.52 2.45778 1.46941 -1.92725 0.77179 0.50967 -1664000.0 -44870000.0 -35900000.0
0.13343 6434000000.0 47.708 9.812 62.00887 63.36066 64.49968 68.75 -72.84 209.98 2.62336 1.28234 -0.89747 0.85045 0.53795 -8047000.0 -26740000.0 -29180000.0
0.13174 6106000000.0 46.886 11.72 62.00457 63.36828 64.47932 61.7 -83.56 220.59 2.42305 1.18711 -2.26758 0.78427 0.49746 -11480000.0 -25250000.0 -30310000.0
0.13007 5575000000.0 45.486 12.013 61.99988 63.37578 64.46012 60.65 -85.27 219.2 2.56307 1.36058 -1.94241 0.76149 0.50593 -18890000.0 -2212000.0 -2739000.0
0.12843 5243000000.0 44.565 12.083 61.99448 63.38297 64.44132 60.19 -84.69 220.26 3.00628 1.17695 -0.52618 0.76407 0.50911 -19980000.0 8783000.0 8934000.0
0.1268 4924000000.0 43.645 11.577 61.98903 63.39009 64.42286 62.73 -83.71 215.25 2.91939 1.14979 -0.39077 0.75704 0.49014 -23740000.0 8693000.0 5370000.0
0.12519 4532000000.0 42.458 9.922 61.98333 63.39733 64.40455 61.89 -84.85 214.14 2.80901 1.18835 -0.36207 0.73812 0.47266 -7787000.0 13890000.0 13190000.0
0.12361 4338000000.0 41.843 9.492 61.97824 63.40464 64.38673 59.61 -85.86 208.63 3.0416 1.24942 0.19648 0.73898 0.49667 -6094000.0 16650000.0 14270000.0
0.12204 4146000000.0 41.217 9.634 61.97372 63.41174 64.36933 55.94 -82.12 209.79 2.69535 0.97373 0.9245 0.74307 0.52105 -572000.0 13780000.0 9352000.0
0.1205 3983000000.0 40.673 10.518 61.96918 63.41914 64.35181 59.72 -79.31 208.78 3.15025 0.91825 0.87719 0.68196 0.49368 -794100.0 13860000.0 1105000.0
0.11897 3844000000.0 40.193 11.315 61.96443 63.42585 64.33465 61.75 -78.63 205.87 3.26732 1.19792 0.26429 0.63368 0.4569 -3085000.0 15530000.0 -2842000.0
0.11746 3702000000.0 39.693 11.135 61.95976 63.43226 64.31792 62.04 -75.68 202.33 3.02797 1.18595 0.54351 0.68743 0.45296 -7336000.0 17520000.0 -3196000.0
0.11597 3553000000.0 39.155 11.069 61.95489 63.43831 64.30152 60.15 -72.86 202.65 3.06715 1.25836 0.64549 0.63777 0.44978 -5098000.0 16820000.0 -719800.0
0.11451 3351000000.0 38.4 9.497 61.95043 63.44461 64.28525 59.15 -70.57 199.77 2.94312 1.15145 0.49706 0.59913 0.4534 -5941000.0 19260000.0 938200.0
0.11306 3117000000.0 37.484 7.183 61.94588 63.45052 64.26925 55.38 -70.45 198.05 2.7689 1.16965 0.58465 0.63091 0.47482 -4319000.0 20800000.0 5976000.0
0.11162 2971000000.0 36.89 6.252 61.94115 63.45564 64.25323 47.68 -74.16 195.45 2.80498 1.58222 1.11357 0.61341 0.53719 -714100.0 18150000.0 6613000.0
0.11021 2841000000.0 36.344 6.499 61.93619 63.46121 64.23782 61.17 -66.15 195.33 3.17736 1.69126 1.46437 0.50908 0.51505 388.4 19030000.0 -706500.0
0.10881 2736000000.0 35.892 6.986 61.93078 63.46623 64.22234 61.05 -63.98 196.19 2.8488 1.24644 1.49762 0.49365 0.48727 952300.0 16660000.0 -2254000.0
0.10744 2644000000.0 35.489 7.197 61.92547 63.47091 64.2066 62.02 -65.44 198.56 2.52207 1.19804 1.47934 0.4883 0.47395 1399000.0 15850000.0 -3664000.0
0.10607 2552000000.0 35.07 7.447 61.9201 63.47533 64.19094 59.24 -67.89 197.73 2.07298 1.5534 1.71108 0.48796 0.49056 522900.0 13890000.0 -6388000.0
0.10473 2396000000.0 34.343 7.601 61.91469 63.48033 64.1757 55.02 -68.18 195.62 1.82944 1.63625 2.15995 0.49924 0.46195 -269900.0 9707000.0 -10290000.0
0.1034 2258000000.0 33.672 8.467 61.90928 63.48549 64.16082 61.66 -68.52 197.98 1.74405 1.43513 2.29414 0.52111 0.40927 -2089000.0 10070000.0 -10190000.0
0.1021 2136000000.0 33.051 9.022 61.90483 63.49098 64.14645 63.82 -69.67 197.94 1.43085 1.34336 2.40179 0.49839 0.38803 -1755000.0 8871000.0 -9576000.0
0.1008 2033000000.0 32.516 10.159 61.9006 63.49693 64.13231 68.77 -68.45 196.69 1.27113 1.17499 2.22027 0.52788 0.39568 -1779000.0 10950000.0 -8536000.0
0.09952 1920000000.0 31.9 9.476 61.89542 63.50119 64.1162 66.17 -69.03 197.24 1.64157 1.79478 3.09526 0.44468 0.41209 -1993000.0 8426000.0 -8167000.0
0.09826 1733000000.0 30.832 7.86 61.89132 63.50692 64.10289 65.94 -68.38 192.13 1.76746 1.65291 3.05707 0.43762 0.43126 -2663000.0 8498000.0 -7266000.0
0.09702 1563000000.0 29.786 6.954 61.88594 63.51339 64.0901 66.09 -67.22 192.93 1.33037 1.2895 2.61951 0.48372 0.46838 -2190000.0 8304000.0 -7034000.0
0.09579 1430000000.0 28.921 3.625 61.88129 63.51615 64.07153 69.71 -67.89 198.22 1.65549 2.0548 4.33922 0.37218 0.46423 -1184000.0 3612000.0 -3555000.0
0.09458 1342000000.0 28.311 3.911 61.8771 63.52315 64.06082 66.98 -65.87 196.79 1.34989 1.36612 2.79744 0.50763 0.51762 -758000.0 5024000.0 -2115000.0
0.09338 1272000000.0 27.816 3.867 61.87296 63.52741 64.04576 69.86 -69.06 203.92 1.13854 1.4481 2.83996 0.46068 0.41923 94230.0 2876000.0 -1656000.0
0.0922 1225000000.0 27.467 3.741 61.86734 63.53296 64.03033 66.43 -73.49 201.23 0.81292 1.52457 3.32735 0.43098 0.40305 974400.0 3355000.0 -2072000.0
0.09103 1180000000.0 27.122 4.303 61.86231 63.53863 64.01775 66.9 -73.4 196.92 0.37896 1.64196 2.96439 0.42902 0.38367 2187000.0 4265000.0 -2184000.0
0.08987 1105000000.0 26.538 5.043 61.85695 63.54237 64.00176 63.39 -77.02 188.43 0.57444 0.98534 2.10974 0.59881 0.3982 -209500.0 3245000.0 -1057000.0
0.08874 1010000000.0 25.76 5.828 61.8536 63.54734 63.98731 61.26 -69.25 194.52 0.51841 1.25194 2.68693 0.50548 0.32317 2055000.0 2307000.0 -2237000.0
0.08761 905900000.0 24.838 6.865 61.84889 63.55146 63.973 59.9 -66.22 194.73 0.27933 1.13192 2.29007 0.46903 0.2872 2306000.0 2140000.0 -2387000.0
0.0865 638000000.0 22.1 22.045 61.84296 63.55036 63.951 39.97 -69.18 176.8 0.50811 2.03296 3.08547 0.07899 0.09484 1030000.0 6439000.0 -5132000.0
0.08541 735300000.0 23.17 8.053 61.83968 63.55966 63.94568 60.62 -59.59 191.45 -0.34608 0.89083 2.07854 0.67936 0.29865 1922000.0 1251000.0 -1274000.0
0.08433 635300000.0 22.069 6.713 61.83619 63.56393 63.93235 61.38 -58.0 189.36 -1.46278 0.47653 1.75689 0.77404 0.42794 1537000.0 456300.0 -368100.0
0.08326 562100000.0 21.186 5.727 61.83067 63.56706 63.91915 60.58 -55.47 186.52 2.52653 0.31774 -0.69926 0.75523 0.53728 986600.0 216400.0 -330700.0
0.0822 521900000.0 20.669 5.364 61.82706 63.57074 63.90578 58.71 -52.91 183.93 2.62993 0.8434 0.31824 0.84998 0.56473 875400.0 207300.0 -298900.0
0.08116 483700000.0 20.152 4.332 61.82295 63.57437 63.89291 60.68 -49.58 183.89 2.44 1.28013 1.02206 0.84047 0.57286 738100.0 236500.0 -395400.0
0.08013 454100000.0 19.733 3.573 61.81865 63.57911 63.88134 57.4 -51.89 185.25 2.1735 0.65347 0.08657 0.87213 0.57083 529000.0 251900.0 -437000.0
0.07912 431500000.0 19.4 3.332 61.81477 63.58255 63.86903 55.57 -52.85 185.06 2.01163 0.56827 -0.38974 0.86867 0.59475 333700.0 300000.0 -454000.0
0.07812 413500000.0 19.126 3.364 61.81055 63.58632 63.85633 51.9 -54.0 181.32 1.57662 0.56106 0.05234 0.81933 0.58413 409900.0 390800.0 -464600.0
0.07713 376900000.0 18.545 2.503 61.80774 63.58879 63.84221 57.91 -53.74 182.39 0.70426 1.49224 1.88967 0.72284 0.51222 287200.0 28510.0 -169900.0
0.07615 360200000.0 18.266 2.484 61.8034 63.59362 63.83176 62.87 -52.82 176.68 1.47966 0.68782 0.57309 0.8386 0.65651 423200.0 -77430.0 -150000.0
0.07519 329700000.0 17.735 2.557 61.80124 63.59638 63.81969 47.74 -57.01 174.75 1.38311 1.38143 0.91494 0.95884 0.70665 331500.0 149500.0 -263100.0
0.07423 309900000.0 17.373 3.346 61.79831 63.60151 63.80882 43.78 -59.72 170.39 1.52285 0.67275 -0.08405 0.92808 0.60667 225600.0 171500.0 -2387.0
0.07329 285900000.0 16.913 4.328 61.79579 63.60592 63.79811 44.62 -59.86 172.51 0.51614 0.97127 1.31495 0.79649 0.62306 341000.0 -103800.0 45050.0
0.07236 256200000.0 16.306 5.469 61.79303 63.60976 63.787 47.52 -60.67 168.33 0.69641 0.73167 1.37137 0.76289 0.57753 279900.0 -46480.0 -43220.0
0.07145 216600000.0 15.419 5.192 61.79034 63.61308 63.77716 47.06 -60.9 164.28 0.88032 0.75008 1.47171 0.7033 0.58608 349400.0 -66070.0 -55940.0
0.07054 174200000.0 14.338 3.853 61.78699 63.61713 63.76693 48.84 -59.85 161.62 0.57071 0.63808 0.94939 0.75415 0.62212 132100.0 5358.0 -59410.0
0.06965 151300000.0 13.68 3.354 61.78378 63.62104 63.75602 49.68 -62.51 156.7 0.71291 0.70206 1.14298 0.76629 0.61245 100400.0 8790.0 -59870.0
0.06877 112300000.0 12.387 2.095 61.7812 63.62474 63.74652 49.72 -60.27 154.07 0.17847 0.12135 0.88034 0.92625 0.81017 -66050.0 -93800.0 64700.0
0.0679 116100000.0 12.524 2.485 61.77826 63.62839 63.73686 50.98 -59.4 155.08 -0.06246 -0.52965 1.09073 0.75801 0.67044 -6451.0 -40740.0 48800.0
0.06704 99400000.0 11.893 2.28 61.77578 63.63234 63.72685 45.42 -61.28 157.12 -0.03035 -0.79561 1.03251 0.75239 0.68305 -72220.0 -80720.0 73740.0
0.06619 100800000.0 11.95 3.381 61.77347 63.63649 63.71698 39.97 -64.0 158.89 -0.14209 1.21402 -0.54102 0.84697 0.67757 -29060.0 -103500.0 28790.0
0.06535 93790000.0 11.665 4.458 61.7705 63.6399 63.70718 41.19 -61.94 159.18 0.35793 1.56921 0.29376 0.85977 0.59211 -47880.0 -85410.0 15550.0
0.06452 76770000.0 10.912 5.254 61.76964 63.64684 63.69722 39.17 -63.48 157.7 -0.42248 1.64774 0.69894 0.52545 0.52485 -81560.0 -55390.0 48430.0
0.0637 78640000.0 11.0 5.969 61.76561 63.64775 63.68757 39.16 -64.32 160.12 0.51454 0.57054 0.66304 0.86793 0.39573 -44980.0 -58440.0 -7144.0
0.0629 67920000.0 10.476 4.917 61.76306 63.65226 63.67846 42.03 -64.13 157.13 0.71718 0.53271 1.15486 0.92369 0.38019 -45950.0 -41340.0 2514.0
0.0621 56400000.0 9.846 4.107 61.76099 63.65622 63.66884 43.67 -68.71 161.44 0.57413 -0.85129 0.72611 0.83868 0.45225 -56150.0 -43290.0 -16630.0
0.06131 44800000.0 9.119 3.636 61.75941 63.66025 63.65964 43.8 -69.32 162.98 0.70231 0.88547 0.40656 0.89374 0.54241 -63490.0 -47770.0 -24070.0
0.06054 35810000.0 8.463 3.98 61.757 63.66422 63.65086 39.41 -66.16 156.82 0.48474 0.26011 1.2582 0.69255 0.52893 -34820.0 -18290.0 -11530.0
0.05977 26960000.0 7.699 3.481 61.75504 63.66851 63.64141 39.67 -67.68 156.43 0.85188 1.25497 0.047 0.56748 0.42449 -8581.0 -13180.0 -17740.0
0.05901 23690000.0 7.374 2.465 61.75192 63.67142 63.63198 40.26 -66.86 155.06 0.47494 0.53227 -0.50322 0.88612 0.49628 3021.0 -8275.0 -17050.0
0.05827 19770000.0 6.943 1.618 61.74949 63.67494 63.62329 41.78 -66.42 154.65 0.54144 0.60715 -0.31503 0.76733 0.50086 5844.0 -4757.0 -16390.0
0.05753 16500000.0 6.536 1.271 61.74741 63.67936 63.61428 42.01 -65.73 152.78 0.57685 0.63492 -0.38182 0.56466 0.33486 912.4 -1381.0 -12440.0
0.0568 14910000.0 6.319 1.558 61.74473 63.68269 63.60675 41.84 -64.65 152.21 0.27661 0.42631 0.62307 0.79001 0.39097 3618.0 -777.8 -9654.0
0.05608 11770000.0 5.841 1.238 61.74284 63.68683 63.5968 42.96 -64.76 152.23 0.7167 0.39777 -0.56843 0.52734 0.36791 -85.2 -1128.0 -4853.0
0.05537 11420000.0 5.782 1.734 61.73938 63.6899 63.58951 44.51 -61.73 148.95 -0.22147 -0.20147 0.66038 0.59765 0.3918 -332.5 -120.5 -4032.0
0.05467 9200000.0 5.38 1.043 61.73671 63.69333 63.58067 43.76 -62.0 148.65 -0.35282 -0.25379 0.74859 0.64411 0.4004 -597.0 -605.5 -1976.0
0.05397 8142000.0 5.165 1.308 61.73471 63.69696 63.57284 43.74 -61.21 147.31 0.4055 0.55545 -0.45315 0.6155 0.4191 -570.3 -245.1 -1504.0
0.05329 7472000.0 5.02 1.3 61.73234 63.70056 63.56425 43.73 -61.0 147.83 -0.31726 -0.30574 0.72312 0.69084 0.39665 -565.5 -147.2 -1123.0
0.05262 6979000.0 4.907 1.184 61.73008 63.70396 63.55581 43.45 -61.01 146.51 -0.21472 -0.27232 0.74964 0.69757 0.36446 -641.2 -122.6 -874.7
0.05195 5816000.0 4.617 0.651 61.7277 63.70759 63.54809 43.18 -60.22 145.7 0.25022 0.62934 -0.41609 0.71933 0.4866 -363.1 20.66 -658.0
0.05129 5252000.0 4.463 0.516 61.72533 63.71043 63.54017 42.67 -59.51 144.69 0.10872 -0.25851 0.45087 0.72481 0.5523 -72.54 55.44 -535.5
0.05064 4864000.0 4.35 0.367 61.72327 63.7136 63.53263 42.57 -58.97 143.99 0.29341 -0.13441 0.75621 0.4717 0.59392 -56.99 -123.9 -454.0
0.05 4617000.0 4.276 0.532 61.72081 63.71715 63.52462 42.9 -58.27 143.14 0.141 0.10181 0.66474 0.60277 0.54425 -47.74 -139.2 -402.8
