# r	vrot	
0.85	10.30	
1.14	12.90	
1.42	16.40	
1.71	18.60	
1.99	19.80	
2.28	26.10	
2.55	27.70	
2.84	29.70	
3.13	33.00	
3.41	34.80	
3.70	35.00	
3.98	39.00	
4.26	35.90	
4.55	40.00	
4.84	38.70	
5.12	41.80	
5.41	42.90	
5.68	44.40	
5.97	46.10	
6.26	49.00	
6.54	51.90	
6.83	53.10	
7.10	54.00	
7.39	55.90	
7.68	58.80	
7.96	57.30	
8.25	54.00	
8.52	63.80	
8.81	60.50	
9.10	61.00	
9.38	66.00	
9.67	65.20	
9.96	67.10	
10.23	67.50	
