# scale  mvir rvir rs x y z vx vy vz Ax Ay Az b_to_a c_to_a Jx Jy Jz
0.17663 15430000000.0 63.776 16.743 62.18123 63.17674 64.97221 105.19 -112.96 257.0 3.893 -2.76377 4.52051 0.78518 0.38912 -742500000.0 -673600000.0 50440000.0
0.17439 14160000000.0 61.974 20.781 62.17114 63.18793 64.94895 98.82 -110.46 250.42 5.22122 -0.29406 -1.66737 0.66174 0.34573 -568800000.0 -423000000.0 72390000.0
0.17218 12240000000.0 59.046 24.273 62.16115 63.19854 64.92414 94.39 -106.48 248.74 5.03569 -0.34492 -1.7829 0.67375 0.463 -391400000.0 -195300000.0 108500000.0
0.17 9474000000.0 54.215 10.23 62.15229 63.20931 64.89694 90.7 -103.53 246.24 4.77294 -0.06138 -2.66847 0.72905 0.6011 -183300000.0 23050000.0 82160000.0
0.16785 8979000000.0 53.259 10.111 62.14481 63.21848 64.87343 84.67 -100.35 247.09 4.5664 -0.06415 -2.82537 0.66906 0.59558 -96870000.0 51400000.0 27010000.0
0.16572 8663000000.0 52.631 10.112 62.13667 63.22802 64.85193 83.29 -98.31 245.63 4.33801 -0.10018 -2.69949 0.65713 0.57957 -64510000.0 16760000.0 -10920000.0
0.16362 8384000000.0 52.064 9.918 62.12854 63.23752 64.82845 84.06 -97.25 244.44 4.46048 0.00594 -3.00187 0.64389 0.57195 -48830000.0 -3632000.0 -20120000.0
0.16155 8255000000.0 51.799 9.809 62.12072 63.2467 64.80487 84.45 -95.96 242.57 4.25709 0.21437 -3.13345 0.65324 0.57006 -40770000.0 -11530000.0 -17590000.0
0.1595 8230000000.0 51.75 9.605 62.11072 63.25581 64.78088 85.47 -94.78 240.69 3.96203 0.52789 -3.376 0.72265 0.57652 -34870000.0 -8885000.0 -19670000.0
0.15748 8132000000.0 51.546 9.564 62.10396 63.26465 64.75912 85.63 -92.22 239.1 3.6803 0.69617 -3.23038 0.69602 0.57639 -18860000.0 -26960000.0 -32500000.0
0.15549 8206000000.0 51.706 10.316 62.0952 63.27338 64.73743 81.55 -91.44 242.1 3.71174 0.82664 -2.75181 0.68969 0.59125 -3392000.0 -28530000.0 -24040000.0
0.15352 8304000000.0 51.915 12.063 62.08703 63.28148 64.71588 82.71 -90.42 231.22 3.80158 0.7552 -3.32172 0.67598 0.57572 -1168000.0 -32710000.0 -18480000.0
0.15157 8307000000.0 51.924 13.21 62.07846 63.28926 64.69513 82.18 -90.42 227.65 4.09287 0.88281 -3.25808 0.68084 0.55628 1391000.0 -33200000.0 -12940000.0
0.14965 8224000000.0 51.753 13.021 62.06984 63.29732 64.6743 82.29 -88.53 224.5 4.50088 1.08991 -3.12176 0.64135 0.52793 1549000.0 -33420000.0 -14780000.0
0.14776 8055000000.0 51.4 11.899 62.06214 63.30508 64.65386 82.2 -86.42 220.42 4.72366 1.27028 -2.79626 0.60069 0.51565 3516000.0 -34280000.0 -17320000.0
0.14589 7848000000.0 50.957 10.438 62.05435 63.31246 64.63369 78.71 -82.61 218.74 4.91847 1.19933 -2.64299 0.60321 0.52049 2146000.0 -32700000.0 -27250000.0
0.14404 7591000000.0 50.399 9.384 62.04776 63.32072 64.61395 77.58 -78.31 214.5 5.17348 0.9026 -1.39968 0.63509 0.54661 -8019000.0 -36270000.0 -32160000.0
0.14221 7401000000.0 49.978 8.53 62.03954 63.32718 64.59502 74.94 -76.61 212.46 5.13787 1.02707 -0.91895 0.63282 0.55414 -4011000.0 -45860000.0 -42350000.0
0.14041 7198000000.0 49.518 7.718 62.03357 63.3332 64.57567 81.69 -74.04 215.62 4.59823 1.8201 -1.38201 0.67273 0.57157 -6207000.0 -24240000.0 -33030000.0
0.13863 7004000000.0 49.071 8.143 62.02741 63.33952 64.55684 71.28 -75.96 213.89 4.0914 2.29685 -2.60609 0.76688 0.59099 -1741000.0 -42100000.0 -42490000.0
0.13688 6830000000.0 48.663 8.878 62.02117 63.346 64.53749 65.7 -78.3 215.59 4.14713 2.34441 -2.41901 0.78969 0.5525 -2984000.0 -45460000.0 -50780000.0
0.13514 6631000000.0 48.189 8.982 62.01636 63.35344 64.51778 62.98 -78.33 217.58 3.74269 2.26127 -2.53933 0.77032 0.53883 -8951000.0 -38440000.0 -44850000.0
0.13343 6419000000.0 47.671 8.762 62.00933 63.3603 64.49923 67.48 -72.69 208.64 3.56356 1.82516 -1.60878 0.86444 0.57969 -4763000.0 -24300000.0 -30780000.0
0.13174 6088000000.0 46.84 10.657 62.00449 63.36794 64.47908 60.34 -84.46 219.6 3.03617 1.64165 -3.18367 0.79426 0.53591 -15660000.0 -20420000.0 -33980000.0
0.13007 5608000000.0 45.575 11.004 61.9992 63.37548 64.46015 60.06 -84.65 218.27 3.20763 2.11715 -2.88225 0.76988 0.54727 -19940000.0 159300.0 -4442000.0
0.12843 5226000000.0 44.517 10.977 61.99482 63.38273 64.44074 58.1 -84.39 217.65 4.00759 1.9165 -0.85846 0.7605 0.52753 -26000000.0 13300000.0 8923000.0
0.1268 4907000000.0 43.594 10.477 61.98933 63.38982 64.42258 59.79 -83.66 213.93 3.86452 1.90441 -0.60043 0.77137 0.52021 -27550000.0 13440000.0 6678000.0
0.12519 4519000000.0 42.414 8.923 61.9843 63.39684 64.40442 59.66 -84.65 211.97 3.83756 2.00105 -0.46996 0.76647 0.51286 -11230000.0 13240000.0 9479000.0
0.12361 4311000000.0 41.757 8.597 61.97854 63.40452 64.38729 59.44 -84.39 208.98 3.77351 1.73483 0.45544 0.77585 0.53372 -3149000.0 13290000.0 12350000.0
0.12204 4125000000.0 41.147 8.826 61.9743 63.41046 64.36902 58.55 -80.19 211.12 3.50557 1.56889 1.50454 0.74939 0.57327 -1031000.0 12910000.0 1459000.0
0.1205 3974000000.0 40.642 9.265 61.96953 63.41719 64.35148 60.72 -78.26 209.77 3.95958 1.33557 1.53266 0.72103 0.55149 -1767000.0 12420000.0 -3205000.0
0.11897 3818000000.0 40.102 9.833 61.96445 63.42598 64.33484 61.87 -77.85 205.52 3.96288 1.48132 0.66988 0.68957 0.50884 -3456000.0 14910000.0 -2608000.0
0.11746 3676000000.0 39.602 7.588 61.9603 63.43025 64.3173 59.81 -75.47 206.38 4.39408 1.80596 0.99125 0.67266 0.50703 -3085000.0 14200000.0 -2342000.0
0.11597 3524000000.0 39.048 9.037 61.95592 63.43675 64.30059 58.45 -73.9 204.07 4.62978 1.53969 1.02665 0.63354 0.49957 -3528000.0 16470000.0 -1905000.0
0.11451 3357000000.0 38.424 8.291 61.95019 63.44244 64.28431 59.2 -71.3 201.97 4.27622 1.80652 1.07309 0.61564 0.50896 -3217000.0 17500000.0 -1505000.0
0.11306 3135000000.0 37.557 6.25 61.94516 63.44815 64.26785 53.54 -69.83 198.65 3.79413 2.0583 1.18684 0.66396 0.54829 -1165000.0 22740000.0 2477000.0
0.11162 2996000000.0 36.996 5.872 61.93973 63.45352 64.25166 57.36 -70.92 195.81 3.45006 2.63426 1.62398 0.60667 0.58239 545700.0 21320000.0 -652000.0
0.11021 2863000000.0 36.439 5.996 61.93439 63.45883 64.23585 60.58 -67.71 198.02 3.58113 2.25663 1.86829 0.54878 0.56013 3384000.0 17990000.0 -2628000.0
0.10881 2742000000.0 35.921 6.239 61.92921 63.46415 64.22058 61.91 -64.79 197.71 3.51104 1.82846 2.32536 0.5583 0.54104 4011000.0 16510000.0 -4055000.0
0.10744 2644000000.0 35.489 6.75 61.92426 63.46926 64.2051 62.68 -64.97 197.9 3.04041 2.0758 2.45381 0.56035 0.52719 2429000.0 15990000.0 -4539000.0
0.10607 2525000000.0 34.95 6.594 61.92017 63.47546 64.19196 60.42 -69.68 195.2 2.52106 1.86218 2.16617 0.60003 0.55657 919400.0 13440000.0 -5755000.0
0.10473 2371000000.0 34.224 7.04 61.91431 63.47968 64.17501 54.04 -71.17 193.36 2.11446 2.28724 2.88088 0.52308 0.51586 1200000.0 10280000.0 -12260000.0
0.1034 2237000000.0 33.569 7.39 61.9096 63.48507 64.16029 61.73 -70.07 196.95 2.15836 2.10304 3.20014 0.56066 0.48558 -1965000.0 9917000.0 -10090000.0
0.1021 2120000000.0 32.97 7.822 61.90448 63.49026 64.14494 63.24 -69.92 199.18 1.73656 1.91599 3.50788 0.52192 0.43495 -2802000.0 8742000.0 -9546000.0
0.1008 2024000000.0 32.465 8.77 61.90002 63.49579 64.13073 64.42 -68.14 198.86 1.56753 1.66151 3.27564 0.54474 0.45123 -2854000.0 7978000.0 -8868000.0
0.09952 1903000000.0 31.808 8.53 61.89546 63.50104 64.11575 65.77 -65.97 198.6 1.47691 1.66854 3.45847 0.50331 0.47251 -2416000.0 7682000.0 -7999000.0
0.09826 1717000000.0 30.734 7.141 61.89148 63.50706 64.10316 65.81 -67.74 193.76 1.73971 1.32236 3.32928 0.52247 0.50335 -2881000.0 8375000.0 -6721000.0
0.09702 1526000000.0 29.551 21.698 61.88035 63.51541 64.07726 40.91 -87.17 150.23 2.07829 -1.46451 4.04685 0.17976 0.16999 -43460000.0 11510000.0 16280000.0
0.09579 1423000000.0 28.872 3.858 61.8809 63.5156 64.07054 64.28 -68.98 195.84 1.25946 2.07595 4.11825 0.47227 0.52773 -1049000.0 4159000.0 -4483000.0
0.09458 1319000000.0 28.152 3.262 61.87634 63.52087 64.05621 65.65 -69.64 200.7 1.12108 2.24412 4.12486 0.43366 0.48627 -1671000.0 3297000.0 -1630000.0
0.09338 1266000000.0 27.769 3.312 61.87194 63.52643 64.04222 65.66 -71.55 200.71 0.91831 2.02645 4.14356 0.39502 0.41706 -1642000.0 2703000.0 -1467000.0
0.0922 1209000000.0 27.344 3.849 61.86763 63.53075 64.02647 56.64 -77.03 181.76 -0.02949 1.77977 3.85372 0.40551 0.34923 -2967000.0 5789000.0 -2691000.0
0.09103 1149000000.0 26.885 4.56 61.86346 63.53577 64.01299 56.63 -80.99 172.15 -0.18241 1.43267 3.05311 0.46692 0.39745 -2948000.0 5987000.0 -3315000.0
0.08987 1117000000.0 26.631 4.929 61.85899 63.54272 64.00373 60.15 -82.09 175.28 0.71548 0.93696 2.56262 0.552 0.45954 -206700.0 3346000.0 -2342000.0
0.08874 1044000000.0 26.037 9.147 61.85471 63.54994 63.99346 62.02 -94.77 157.12 0.79849 1.80458 3.8174 0.27358 0.25462 515400.0 3523000.0 -2376000.0
0.08761 928300000.0 25.042 15.506 61.85009 63.55637 63.98219 63.05 -94.34 155.45 0.44393 2.21699 3.90445 0.14753 0.15905 2170000.0 2558000.0 -1599000.0
0.0865 790400000.0 23.735 23.299 61.84563 63.56262 63.97115 64.78 -92.36 155.71 0.27377 1.6252 2.20716 0.47274 0.10494 4239000.0 2703000.0 -1583000.0
0.08541 747400000.0 23.296 22.196 61.84103 63.56658 63.95639 63.77 -82.9 166.24 0.14022 3.13087 4.7247 0.04621 0.05918 4067000.0 2250000.0 -1206000.0
0.08433 643300000.0 22.161 6.324 61.83662 63.56447 63.93249 59.22 -58.41 190.65 -0.33524 1.20512 2.24902 0.88552 0.42744 1810000.0 670100.0 -487000.0
0.08326 551600000.0 21.053 4.606 61.83084 63.56741 63.91891 61.56 -56.43 187.9 2.77556 0.33114 -0.50083 0.80328 0.59414 901500.0 307200.0 -335000.0
0.0822 514000000.0 20.563 4.367 61.82669 63.57108 63.90596 58.83 -52.39 184.59 2.52656 0.8444 0.40886 0.77856 0.59878 813200.0 259800.0 -414700.0
0.08116 478200000.0 20.076 4.389 61.82539 63.57536 63.89218 59.08 -59.36 182.18 3.01678 0.55474 -0.23956 0.7717 0.55176 436400.0 408100.0 -481300.0
0.08013 453000000.0 19.717 3.54 61.82021 63.57843 63.87932 56.46 -53.99 183.36 2.97829 0.66949 -0.26534 0.83649 0.61108 523900.0 354200.0 -370600.0
0.07912 430000000.0 19.376 3.095 61.8157 63.5821 63.86716 56.78 -52.05 184.81 2.56044 0.81416 -0.13537 0.80223 0.6102 515800.0 320800.0 -372600.0
0.07812 336500000.0 17.856 2.129 61.81135 63.58527 63.85416 55.82 -49.44 185.79 1.48836 1.38782 1.58059 0.82839 0.65827 461200.0 -149500.0 -22130.0
0.07713 204000000.0 15.113 2.481 61.80748 63.58846 63.84216 46.79 -48.3 185.76 0.36072 1.46803 2.09582 0.43674 0.57566 521200.0 -240000.0 291900.0
0.07615 355100000.0 18.18 2.257 61.80467 63.59307 63.83136 55.73 -51.22 176.23 0.39802 1.15597 1.49988 0.9245 0.67583 473600.0 82230.0 -123200.0
0.07519 327200000.0 17.692 2.712 61.80126 63.59618 63.81914 47.76 -55.91 173.93 0.07376 1.49343 1.7388 0.94352 0.65907 372100.0 209100.0 -241900.0
0.07423 306100000.0 17.301 3.142 61.79877 63.60088 63.80897 44.26 -60.07 172.9 1.98265 0.39263 -0.87578 0.91961 0.65944 311600.0 48980.0 -187000.0
0.07329 286000000.0 16.914 4.258 61.79597 63.60565 63.79839 49.04 -61.94 172.46 0.28912 1.13232 1.76085 0.79264 0.64317 381400.0 -84660.0 -210500.0
0.07236 260900000.0 16.404 5.358 61.79277 63.60926 63.78755 47.98 -61.07 165.35 0.76315 0.87352 1.54386 0.77404 0.63478 302300.0 47440.0 -87200.0
0.07145 212100000.0 15.311 4.899 61.79031 63.6132 63.77748 45.52 -63.9 163.0 1.01593 0.5637 1.61246 0.74548 0.5981 392100.0 -69170.0 -84230.0
0.07054 166200000.0 14.114 3.365 61.78736 63.61738 63.76674 49.6 -61.72 161.81 0.97284 0.67452 1.34971 0.72828 0.61214 130400.0 18840.0 -56980.0
0.06965 142400000.0 13.406 2.852 61.7846 63.62143 63.75729 51.91 -64.69 163.96 0.54386 0.54569 1.46023 0.86519 0.6044 99120.0 20510.0 -56930.0
0.06877 130600000.0 13.027 2.561 61.78195 63.62532 63.74628 53.18 -59.94 161.79 0.61788 -0.23464 1.11679 0.90997 0.71248 1370.0 -218.8 -19140.0
0.0679 116800000.0 12.549 2.474 61.77908 63.6287 63.73638 54.06 -59.35 160.62 0.6472 -0.79232 0.84981 0.75104 0.66705 -22990.0 -13340.0 54400.0
0.06704 102800000.0 12.028 2.478 61.77634 63.63298 63.72725 44.76 -63.1 155.54 0.93197 -0.66977 1.45116 0.79631 0.64204 -84520.0 -75440.0 62270.0
0.06619 102800000.0 12.029 3.043 61.77274 63.63643 63.71636 43.3 -62.11 158.61 -0.31023 1.72567 -0.18165 0.87233 0.62337 -29480.0 -84640.0 38130.0
0.06535 93120000.0 11.638 3.898 61.77073 63.63986 63.70727 40.67 -63.69 160.33 0.09951 1.46103 0.30163 0.90342 0.51332 -49420.0 -94680.0 6719.0
0.06452 85620000.0 11.316 4.706 61.76781 63.64378 63.69773 38.96 -64.95 159.78 0.84577 1.0272 1.05312 0.72461 0.38078 -43010.0 -79510.0 -1148.0
0.0637 77860000.0 10.964 5.066 61.76569 63.64816 63.68782 38.95 -66.12 160.42 0.51433 0.9325 0.65236 0.79244 0.37737 -42590.0 -64190.0 -12770.0
0.0629 65950000.0 10.373 4.476 61.76355 63.65259 63.67875 42.0 -67.32 160.76 0.48648 0.64492 1.09252 0.85453 0.38954 -45050.0 -60080.0 -5669.0
0.0621 56260000.0 9.838 4.189 61.7608 63.65622 63.6688 44.81 -67.18 161.67 0.70539 -0.56859 0.88013 0.84122 0.43162 -59670.0 -44860.0 -7657.0
0.06131 42120000.0 8.933 3.027 61.75937 63.66033 63.6598 41.83 -67.59 164.06 0.66313 0.37319 0.92121 0.81826 0.60261 -46860.0 -44020.0 -24180.0
0.06054 34510000.0 8.359 2.781 61.75697 63.66438 63.65049 40.01 -65.81 157.68 0.98606 0.13633 0.9764 0.7977 0.60442 -31020.0 -17260.0 -11240.0
0.05977 26750000.0 7.679 1.985 61.75367 63.66741 63.64137 39.5 -66.34 154.97 0.61889 -0.54559 0.62778 0.64149 0.60653 893.2 -11270.0 -17110.0
0.05901 23260000.0 7.33 1.724 61.75169 63.67104 63.6324 40.18 -67.84 154.7 0.79396 0.34389 0.01232 0.90396 0.63841 4100.0 -8965.0 -18650.0
0.05827 19000000.0 6.851 2.198 61.75011 63.67585 63.62326 42.41 -67.15 154.15 0.59295 0.53192 -0.18469 0.52794 0.4039 3764.0 -2744.0 -17730.0
0.05753 16210000.0 6.499 1.241 61.74779 63.67955 63.61435 42.24 -66.71 152.4 0.81337 0.5806 -0.52091 0.44266 0.38206 867.6 -630.1 -14040.0
0.0568 14490000.0 6.259 1.139 61.74471 63.68292 63.6052 42.4 -64.0 152.05 -0.28243 -0.20886 0.72452 0.67683 0.40844 378.5 -1770.0 -8681.0
0.05608 13180000.0 6.065 1.421 61.74167 63.68604 63.59731 44.18 -63.47 151.06 0.51516 0.47852 0.15106 0.81831 0.43554 562.9 -723.8 -6354.0
0.05537 10750000.0 5.667 1.031 61.73948 63.69019 63.58871 44.39 -64.04 150.35 -0.33991 -0.29467 0.49257 0.79078 0.45504 71.46 -340.5 -3427.0
0.05467 9517000.0 5.441 1.162 61.73721 63.69362 63.58047 44.04 -62.82 148.88 -0.3789 -0.34701 0.61614 0.57326 0.42443 -686.4 -405.9 -1700.0
0.05397 8142000.0 5.165 1.081 61.73433 63.69685 63.57276 44.01 -60.78 147.61 0.39389 0.41049 -0.34252 0.39268 0.42686 -596.3 -230.1 -1636.0
0.05329 7296000.0 4.98 1.169 61.73249 63.70084 63.56418 43.46 -61.43 148.19 0.42724 0.52613 -0.51002 0.53518 0.40462 -479.7 -192.2 -968.3
0.05262 6908000.0 4.89 1.436 61.72998 63.70417 63.55595 43.37 -61.27 146.56 -0.26224 -0.46987 0.57167 0.67642 0.41676 -558.4 -52.86 -909.9
0.05195 5957000.0 4.654 0.967 61.72722 63.70678 63.54875 42.66 -60.31 145.51 -0.1615 -0.58077 0.60799 0.52707 0.35321 -213.7 -41.93 -686.9
0.05129 5287000.0 4.473 0.663 61.72484 63.71038 63.5401 42.91 -59.75 144.59 0.43267 0.53845 -0.17158 0.80054 0.61038 -80.4 42.24 -445.3
0.05064 4935000.0 4.371 0.549 61.72255 63.71319 63.5329 42.96 -58.59 143.52 0.51084 0.68315 -0.4051 0.77273 0.47353 -19.14 -72.56 -525.5
0.05 4617000.0 4.276 0.542 61.72079 63.71715 63.52463 42.9 -58.27 143.14 0.13899 0.09597 0.66833 0.57909 0.54278 -47.82 -136.8 -402.9
